Channel1,Channel2,Channel3,Channel4
252944,878405,1115402,1722953
134000,773537,1023634,1718873
351786,1003801,1166484,1948259
213618,1011925,1403714,1861903
433248,900055,1175428,2098563
669648,768749,1050606,2226391
750946,511093,1245476,2400835
743216,490539,1394222,2359055
658596,405579,1382946,2158891
667706,248835,1572262,2242533
630780,6043,1730918,2469977
740620,-30403,1916512,2353235
779474,-164885,1679204,2261245
660038,-266945,1550738,2260913
737270,-10823,1708244,2287575
736496,-31773,1909684,2393365
872984,-141585,1704582,2587781
670232,-267533,1557648,2754055
727810,-17823,1706146,2604955
729718,-40799,1910344,2383707
898192,-164409,1942306,2293209
689398,-276801,2043296,2372957
624688,-22775,1824280,2488419
707634,-42299,1867822,2315743
755560,-132187,1953978,2529637
675676,-267111,2069712,2768693
470336,-39625,2281428,2973133
723066,-37331,2414250,2960985
799484,-139005,2201890,3085499
665476,-259543,2057372,3313799
892234,-32027,2212340,3474477
722292,-35483,2439518,3445411
539198,-147215,2375454,3487235
680364,-259139,2602306,3306691
623342,-56781,2671086,3231037
722486,-27441,2413960,2977535
901998,-139269,2269064,3128895
671030,-253171,2076252,3296819
870780,-65415,2213458,3369955
730490,-25213,2452422,3459885
792690,-163043,2209230,3208989
673528,-258797,2040076,3324763
623488,-60761,2160744,3313415
727506,-18999,1903434,3497881
680530,-151011,2079670,3377877
674794,-256797,2062536,3353679
852058,-70757,2184288,3502519
732654,-20967,2440546,3492419
766286,-179779,2651954,3702241
669524,-256033,2609494,3847461
706014,-81737,2678448,4071205
744180,-28203,2443234,3989575
886270,-152497,2260522,4136481
681712,-249203,2104860,3878459
636052,-71743,2165838,3740107
736022,-8955,1908766,3497653
781832,-193799,2146132,3738853
677152,-257243,2140842,3891981
761412,-97965,2126260,3647649
749928,-15719,1923000,3491363
663070,-188927,1990456,3394591
679684,-254745,2093184,3311199
828928,-79109,2245242,3157807
740036,789,2449796,2946939
812100,-136319,2704658,2937417
676160,-248279,2622816,2767299
707660,-66621,2640564,3014659
746656,-3771,2447576,2965993
708248,-197585,2660684,2854593
674034,-250915,2663476,2858881
841846,-105665,2732976,2879219
752778,5325,2973160,2942271
672836,-161189,3212290,3159617
680740,-252935,3169882,3309649
864444,-88713,3290238,3493409
760744,11499,3505192,3488983
794680,-172155,3263586,3564345
673536,-252977,3152048,3342913
653786,-114595,3172080,3154495
777228,20429,2970336,2969057
757914,-178593,2709532,3176737
681738,-251961,2624566,3377879
813332,-73039,2722348,3422505
774778,14051,2466628,3511445
554488,-158773,2319984,3355345
683012,-250923,2109266,3350877
834638,-84437,2258880,3536145
768472,22441,2447176,3495051
1018258,-169167,2325150,3665167
1204166,-252745,2108866,3881145
1136024,-123605,2149600,3922597
1288732,31409,1908882,4028725
1195972,-152923,1864056,3859213
1212040,-250387,2125594,3921657
1325158,-86659,2246272,4012877
1297962,29247,2457988,4040381
1210466,-159759,2660914,4239515
1193518,-253767,2619518,4412383
1350686,-99875,2747682,4552889
1291742,24609,2963078,4535441
1371062,-175139,2764052,4728965
1195348,-248965,2625078,4890085
1284598,-78511,2696052,5078379
1282712,20113,2945994,5101023
1424030,-160271,2711478,5122743
1204930,-250217,2619614,4922183
1166578,-84549,2677104,4890925
1295160,15053,2467238,5120595
1400282,-165687,2225830,5304859
1184178,-253857,2089840,5507343
1129004,-87837,2146026,5483027
1294442,17013,1923538,5614949
1208480,-131701,1681942,5441563
1190676,-250761,1561362,5487787
1147098,-117659,1611622,5561757
1288674,15965,1406802,5594533
1297108,-162859,1660548,5488473
1195344,-247485,1553346,5465337
1289978,-97945,1705694,5225003
1296232,21809,1928462,5071449
1105502,-141559,1858816,5024351
1209094,-253281,2081544,5189511
1082430,-61943,1831492,5136563
1278202,13839,1916652,5105501
1255440,-143483,1879476,5082943
1199924,-266305,2076608,5300225
1352912,-66671,2219242,5210751
1283216,5281,2424398,5106645
1362348,-163523,2227084,5084711
1200888,-252673,2066690,4946527
984034,-104951,2085624,5066147
755500,7955,1910052,5117463
910564,-147153,1776364,5176805
681336,-245603,1565938,5438917
797586,-98285,1675766,5615573
749476,16377,1886558,5609967
877936,-132137,1731852,5726193
676190,-246363,1567448,5980821
822962,-120953,1584636,6017987
759886,13437,1408070,6110089
554062,-167673,1299878,6006371
683136,-252809,1554136,5998219
773138,-105723,1614494,6127087
745602,15657,1380414,6134529
947304,-137603,1281334,6153861
1207432,-253507,1029354,6021331
1232836,-109657,1095462,5943951
1267528,18887,881452,6159997
1494468,-146185,734518,6210987
1736508,-245221,510452,5983285
1569008,-106441,559428,5992429
1799286,18953,387258,6150367
1726992,-159837,476212,6146687
1729434,-244689,501298,6020433
1668890,-116927,628662,5881053
1789124,15433,845176,5626355
1757060,-144215,596864,5471353
1733100,-240347,526062,5480449
1650444,-135407,656950,5433869
1800928,22747,846578,5611195
1700802,-135067,1066458,5526207
1732212,-241375,1015096,5485363
1784886,-134443,1144808,5736685
1807776,13829,1388250,5614319
1621342,-172543,1626528,5729885
1726620,-243995,1542662,5982671
1690044,-97705,1605846,5831679
1807100,12541,1387564,5605079
1867038,-153027,1171516,5708971
1741452,-245995,1053178,5931131
1543858,-136457,1128312,5965809
1283774,18481,1358450,6149431
1317010,-146839,1115562,5972661
1217330,-234961,1049494,5981043
1073888,-131961,1124658,5892475
1296444,23973,894966,6097027
1152058,-127793,980774,6194513
1220734,-236697,1033840,5957241
1234038,-139395,1052430,5848197
1296488,17509,889442,5596147
1243704,-136069,1118206,5529507
1220770,-240139,1037172,5429933
1072694,-130415,1120856,5523845
1294522,25709,897982,5542049
1288424,-168203,1090270,5495315
1225014,-243253,1038154,5397765
1432230,-146361,1175762,5530383
1291636,29773,922048,5551461
1497654,-152535,666450,5570469
1750094,-239561,524152,5436047
1631624,-174901,563584,5356965
1810170,27599,372648,5610527
1769726,-147495,497884,5854037
1750024,-234535,490024,5923359
1668480,-138759,529990,6048011
1818454,26131,355622,6084863
1871000,-150193,591724,6032655
6468255,6579406,3673905,714224
6296117,6688910,3721805,802106
6555117,6841062,3499461,880860
6399107,6660816,3625691,938640
6465315,6580994,3703029,685116
6392433,6697800,3715437,672888
6556945,6853462,3517505,841220
6511639,6680386,3731873,745002
6469047,6574586,3701019,729620
6258987,6679418,3683213,670374
6032965,6850316,3492965,849580
6185345,6659602,3265437,840768
5946813,6574898,3156801,685486
6040207,6653888,3254687,444094
6019659,6855514,3514301,317058
6090265,6962780,3638437,469274
6115937,7128024,3894205,473148
5950653,6944278,4038173,509448
6024471,6858026,4112983,308668
6086419,6958812,4136647,101902
6112053,7125858,3886953,-58686
6283513,6967156,3943285,-301554
6062243,6855390,4031977,-66126
5815933,6973514,4253295,-73874
5580351,7126178,4407191,-48628
5468571,6922418,4313925,-154320
5513427,6854726,4077195,-171150
5549739,6933620,4139213,18530
5584767,7146664,4396627,-7036
5669515,6943602,4188209,-229004
5502615,6858554,4061725,-168974
5463739,6942408,4117095,-415750
5578655,7129222,4370945,-492852
5416899,6909322,4574135,-520912
5505609,6861954,4587767,-664220
5263803,6911886,4590211,-542408
5052561,7142320,4397011,-511134
4930661,6946676,4542945,-505166
4981119,6867708,4573893,-669408
5205241,6975492,4623449,-628918
5059243,7140180,4392651,-538188
4924363,6931648,4538019,-394682
4981881,6865950,4603181,-135716
4811913,6928886,4594833,-162174
5057361,7128986,4437471,-28240
4958913,6953020,4567757,84084
4986045,6863174,4638615,320358
5116087,6968594,4732163,184582
5061713,7138236,4953863,-49358
4826941,6982802,4832713,-209144
4997583,6862052,4613899,-172362
4927029,6945026,4597289,-430976
5063105,7144628,4401163,-556064
5214123,6948188,4212057,-395286
4995125,6869626,4093043,-181468
5036541,6963628,4127331,20090
5054211,7136444,3876513,-33124
4949955,6954640,4074679,125128
4987887,6869584,4094203,366862
4947183,6938788,4138151,516706
5051833,7130658,4394173,497484
5120669,6939084,4170163,643288
4999497,6872466,4082955,893272
4997645,6934730,4143129,959540
5047043,7139224,4390191,1024934
5000627,6933852,4623973,1009058
5004561,6873074,4628069,916174
4921831,6937964,4622865,842574
5063471,7145596,4403967,1018706
4933649,6940870,4639549,842980
4994519,6876412,4609729,903890
4985505,6931484,4679437,670190
5047325,7119956,4423977,476482
5044885,6942956,4566681,472622
5005777,6880838,4604685,366016
5107515,6978266,4663509,466746
5047685,7128094,4422045,472286
4984163,6941242,4550873,675290
5003183,6877200,4581553,918424
4905259,6948870,4623523,729990
5047387,7126562,4407111,483020
5216567,6950746,4244741,561056
5011299,6883154,4097863,367872
5052115,6931874,4192879,414574
5047013,7126362,4415507,480374
4981993,6928580,4568385,254510
4999017,6876440,4607329,350702
5034139,6942528,4604237,460620
5047965,7125996,4422303,492364
5229307,6939092,4271001,492020
5009501,6874836,4092499,338840
4963811,6921706,4106117,476806
5048189,7128538,3894615,513446
5252869,6939078,3685475,608274
5001677,6873528,3556203,409778
5014409,6925612,3657639,580920
5037229,7121980,3878223,524878
5071287,6966804,3664169,683868
4994447,6876608,3557221,895628
4980719,6957696,3551335,657252
5033235,7132248,3348969,521354
5030677,6935196,3607715,740016
4989271,6873558,3561987,895424
5125747,6947278,3666289,1137284
5028113,7122308,3879015,1056264
4799357,6958500,3971809,911410
4983877,6869554,4059821,883426
5245741,6947136,4226935,1137478
5033941,7120142,4369539,1024906
4880421,6948090,4336561,1172738
4998987,6859132,4586425,1310062
4857031,6897434,4625939,1095160
5070625,7145600,4371879,1092508
5279969,6938078,4223589,1155058
5501835,6858476,4083267,1369420
5528717,6866266,4143281,1536976
5581067,6626436,4390627,1606584
5415107,6429656,4558139,1763866
5495309,6332832,4583119,1900218
5410885,6393006,4660815,1699814
5585861,6633764,4922335,1590028
5796421,6457998,4760837,1419882
6038081,6328696,4578713,1614332
5810139,6443396,4785241,1518236
5586255,6625768,4899073,1625172
5595571,6452010,4951001,1711112
5510355,6330694,5124177,1738034
5544023,6381662,5182259,1577502
5583071,6641130,5434097,1603730
5788651,6464940,5332491,1562498
6026237,6329670,5101663,1356178
6004591,6386146,5182169,1241464
6105881,6638032,5416189,1121390
6366001,6444294,5276639,1070034
6555827,6333204,5107981,828996
6469953,6360286,5150051,1033810
6631733,6102240,4906027,1092598
6667945,5909400,5148679,1064084
6546519,5804686,5092127,851568
6643729,5861316,5220383,618866
6626037,6109206,5417745,591684
6555589,5932820,5589853,740230
6548251,5818862,5652409,913774
6578807,5867966,5738067,1069228
6598855,6083162,5905615,1090966
6364033,5900814,5810579,1142866
6568077,5817772,5638759,1403918
6404993,5872844,5635697,1462842
6599731,6090864,5386695,1612888
6649131,5928756,5186869,1774246
6567139,5824794,5134469,1939656
6644253,5863976,5234817,2150822
6589823,6089234,5392799,2107956
6541291,5941526,5622841,2156082
6564007,5831580,5664737,1966748
6796889,5882926,5685915,2123792
6596191,6075284,5933143,2113068
6436259,5886534,6038757,2293978
6571195,5822528,6178081,2493654
6341557,5873892,6206515,2511860
6080131,6080284,6428607,2615338
5937665,5899076,6690669,2632040
6040271,5825408,6726087,2498848
5989669,5880102,6782033,2355782
6087661,6087938,6968805,2597974
6033191,5914812,6750491,2457066
6050683,5826186,6711883,2484322
6219245,5881536,6739859,2544476
6074167,6083468,6973715,2622616
