Channel1,Channel2,Channel3,Channel4
-4569868,-12232505,-8922410,1983190
-4571760,-12308873,-8913056,1786126
-4747302,-12138893,-8879314,1857418
-5003126,-12056285,-9116462,1833074
-5107910,-12209049,-8954322,1812166
-5091350,-12307435,-8884034,1730192
-5000710,-12154925,-8840232,1760326
-5000228,-12056547,-8583308,1852466
-5178320,-12233973,-8434110,1853730
-5098880,-12311237,-8356694,1754810
-4979930,-12146409,-8330600,1631364
-5002568,-12061025,-8087322,1845656
-4906000,-12218285,-8292198,1994490
-5093956,-12312809,-8376962,1736458
-5350060,-12148873,-8164462,1726354
-5540160,-12061831,-8052882,1863080
70173,871650,487676,1926981
149339,799160,542454,1754137
309307,977486,600700,1545115
219583,1034502,357376,1321191
431885,884218,164080,1469219
684303,795054,20568,1723401
710195,986972,103428,1573419
740887,1033428,319106,1332107
815749,909672,90326,1137531
673425,795704,32670,1238009
780519,986528,87802,1080019
736353,1023516,345074,1333035
638707,895018,477472,1384341
671959,794114,557044,1227151
828401,987088,633714,1418957
722497,1019920,866180,1291551
748021,884156,1116196,1482723
661705,791396,1081376,1264573
678691,1000172,1149066,1279429
729963,1023864,1380606,1368799
676435,874454,1599590,1279181
665831,791566,1602616,1249937
790917,1002698,1697472,1249201
742781,1017044,1907584,1304825
953085,889128,1800254,1346729
1197969,787924,1612582,1170051
1163305,1018972,1646338,1064677
1244405,1011054,1392570,1277207
1238949,878276,1353674,1271259
1195649,781328,1575698,1450637
1204511,536562,1366876,1202591
1231373,482908,1350180,1338723
1269969,373584,1382084,1391167
1198931,258744,1582274,1157359
1037839,982,1832250,1244801
1229037,-36478,1860240,1330879
1466101,-138250,1808772,1362075
1711757,-262290,1562622,1229247
1896925,-523434,1677754,1022031
1742023,-575774,1883190,831749
1920617,-686056,1683098,1082703
1713081,-784456,1565682,1256941
1456487,-540272,1721474,1386181
1216955,-570340,1889478,1334431
1181073,-681052,1638956,1128507
1177187,-790570,1552460,1301879
1229479,-546638,1662626,1290407
1207499,-583880,1903002,1375803
1123561,-693236,2097396,1355383
1176163,-783790,2093064,1309603
1084487,-530762,2246738,1445541
1214717,-572670,2429750,1356519
953971,-675146,2296798,1322535
1182877,-786912,2076652,1236621
1417303,-555914,2302646,1318827
1211241,-583542,2404954,1360633
1155473,-684612,2151952,1574453
1172699,-783636,2080492,1812093
1178261,-523486,2202600,1915237
1213115,-587386,2414334,1904163
1271375,-709404,2161712,1788165
1174481,-787180,2089112,1801055
1171353,-558884,2161034,1822493
1217457,-584670,1908004,1866267
1376981,-678154,1751402,1651101
1178729,-787478,1576506,1791849
1277321,-1039010,1717344,1818615
1210269,-1106482,1904364,1865065
1165153,-1232714,2074548,1816535
1181919,-1308606,2072990,1754657
1328287,-1049182,2220126,1946425
1213867,-1110774,2405542,1881787
1108721,-1196800,2621216,1996909
1174479,-1310860,2599700,1757887
1240089,-1569040,2762690,1725215
1210089,-1628218,2957878,1877011
1251265,-1767982,3155718,1709149
1176043,-1836596,3124234,1762483
1215481,-2088682,3281606,1598893
1235341,-2151582,3439856,1361393
1206473,-2264136,3677190,1144239
1175767,-2357528,3678312,1202303
1240421,-2095484,3794296,1293023
1231969,-2152618,3995678,1324009
1345051,-2279798,3748350,1159853
1185091,-2361096,3690408,1266973
1156319,-2608710,3822308,1513597
1224313,-2686528,3974470,1337711
1211223,-2808232,4196994,1289533
1171543,-2883906,4221048,1210939
1198721,-2629172,4270780,1381957
1235773,-2682510,4501736,1337659
1222055,-2804440,4708256,1200667
1169775,-2897126,4704844,1203991
1374809,-3151112,4826124,996771
1231885,-3203018,5034314,812289
1241515,-3328744,4779000,961943
1170507,-3418774,4729102,1197965
990897,-3158534,4855314,1404167
1233739,-3202922,5033238,1315731
1136467,-3339182,5175870,1223225
1165961,-3419228,5261204,1227977
1370001,-3654610,5392968,1469405
1247405,-3722792,5560380,1318927
1301013,-3866944,5339090,1477773
1169533,-3944594,5265588,1240431
1279357,-4174656,5368518,1102321
1232857,-4249956,5571652,1304731
1004673,-4362162,5439128,1276909
1173081,-4473552,5257168,1286211
1237523,-4717384,5405190,1346381
1241601,-4773382,5542860,1324611
1172763,-4931676,5751428,1345207
1157919,-5000062,5818108,1216947
998039,-5208384,6002970,1169321
1239199,-5294926,6067130,1304927
1020535,-5422438,5967434,1335559
1177319,-5523456,5812084,1235163
1392353,-5736032,5866680,1002001
1230515,-5830774,6043570,779769
1461755,-5971820,5959266,861687
1690001,-6044308,5794524,717397
1919655,-6240400,5876764,674477
1759067,-6343722,6045704,791425
1825467,-6483350,5915514,783939
1686539,-6577822,5780630,710589
1544909,-6791842,5988922,953415
1756405,-6875244,6054438,827947
1834621,-7003294,6123464,642067
1695277,-7106626,6275312,385793
1661783,-7296426,6028170,633465
1731689,-7401072,6040318,789979
1763267,-7536366,6103284,788145
1685241,-7623286,6297444,723627
1625567,-7801632,6555180,667553
1741047,-7926854,6571936,838131
1591579,-8080982,6759490,663147
1652361,-8158050,6819306,752407
1586285,-8355056,7063628,878875
1726249,-8452822,7064712,823237
1755959,-8558210,6847270,739215
1656825,-8674982,6814018,775075
1692335,-8842984,6939226,863027
1728339,-8991802,7113298,866475
1648897,-9089248,7311558,827997
1652513,-9205168,7311136,740293
1428891,-9381914,7555012,714125
1213305,-9512956,7632608,821757
1125421,-9628386,7870466,675045
1130041,-9733736,7853644,783465
1047351,-9908624,8077234,582857
1212717,-10037122,8141490,327703
1410495,-10175146,8038162,454689
1649565,-10264022,7818276,194251
1904271,-10434258,7966622,385153
1726245,-10563650,8149762,307311
1967005,-10663218,8072188,351737
2177507,-10785848,7823746,223787
2039929,-10944800,8074238,411115
2247243,-11083374,8134096,305821
2493037,-11176352,8071370,407471
2696349,-11307246,7834234,242051
2779085,-11454920,8040040,484841
2769103,-11621860,8140006,327239
2664169,-11699318,7895310,533351
2683585,-11837544,7807216,766013
2886321,-11973622,8035804,796125
2769131,-12154726,8107368,804391
2754777,-12254174,7867736,761405
2684175,-12363914,7832754,742579
2530917,-12483292,7576156,483947
2759467,-12677756,7625758,330101
2762559,-12764954,7883286,111363
2684659,-12883856,7839466,199169
2602979,-12979574,7581116,451011
2751629,-13211092,7577718,278809
2501369,-13291602,7508252,356461
2693389,-13409976,7310954,212119
2858167,-13541820,7515540,138989
2753295,-13735766,7579176,306909
2756475,-13821084,7324980,177635
2699379,-13930660,7315838,222601
2483795,-14052862,7517020,37199
2745713,-14268224,7606776,-222621
2641061,-14339724,7345236,-387073
2692683,-14450034,7352028,-301959
2851063,-14585680,7532008,-187281
2751097,-14791914,7596442,-221743
2651339,-14911300,7796654,-38067
2702887,-14979380,7847938,-242971
2889715,-15086886,8020720,-194111
2756177,-15321096,8129640,-251855
2635111,-15405672,8335180,-134557
2702297,-15500788,8382114,-298549
2443729,-15626788,8584258,-407603
2223175,-15856330,8639692,-257915
2148595,-15948730,8850228,-200997
2188467,-16022122,8920608,-343553
2297721,-16161172,9113564,-230393
2224007,-16367610,9182844,-264235
2237345,-16451604,9438866,-260489
6388303,6518828,3691688,717087
6148927,6385828,3825514,688685
6408929,6156880,3884936,791491
6375759,6113548,3630336,675373
6387303,5999224,3666272,748205
6241649,5873202,3908646,1005345
6415739,5640420,3945006,802383
6403449,5573364,4187572,574185
6386137,5475538,4195378,728459
6568767,5333862,4368580,674173
6417499,5126770,4456854,767571
6395777,5039248,4205658,744523
6393753,4949252,4227846,744761
6145181,4843538,4380920,977371
5887537,4598442,4473638,760009
5855037,4574102,4482184,893711
5881729,4425252,4740906,737251
5764909,4307898,4947110,887313
5895313,4073190,4996656,777415
5937739,4008646,4809300,612927
5859797,3896420,4735828,749539
5846899,3785238,4982958,795039
5893913,3550758,4978874,790135
5651185,3460266,4888118,885637
5872015,3364644,4701262,666675
5840019,3229240,4509834,703091
5879377,3024892,4448626,806597
6045217,2955740,4586060,583151
5877637,2838810,4699032,364349
6067267,2776386,4530710,550049
5888037,3033630,4445764,309135
5950763,2953208,4537350,278061
5854347,2832104,4708118,195203
5615215,2733884,4904290,407035
5353243,2500118,4988772,329619
5603793,2426246,4859606,484991
5844119,2313130,4709068,229941
5790423,2210040,4929914,472741
5875365,1977806,4986920,308759
5847149,1883326,5185914,236989
5821281,1790232,5241592,276809
5982699,1686686,5432246,356825
5897399,1475526,5511954,324399
5721135,1367668,5699864,490185
5819055,1254654,5727420,261497
5604563,1164562,5946070,208911
5380935,941278,6024972,294435
5392637,834988,5840060,552261
5303591,730114,5759400,755717
5532427,654798,5971486,686977
5374853,419284,6022870,837045
5314203,287066,6284724,1079719
5290945,207680,6302936,1284961
5186209,121330,6060808,1392307
5367709,-110996,6026324,1364899
5129811,-216860,5949714,1565805
5304051,-317560,5766096,1787239
5127087,-390768,5510820,2034639
5375161,-638680,5510084,1896139
5317959,-692854,5248446,1634589
5452537,-441614,5271304,1448879
5648319,-527832,5170216,1501063
5901903,-641314,4990820,1361827
5847871,-690730,4752836,1105005
5978105,-448124,4739406,926607
6076869,-524624,4599852,1174249
5904075,-643272,4489576,1303709
5859273,-697752,4719510,1502149
5974015,-450268,4715908,1436075
6097455,-521022,4568812,1498501
5903351,-639212,4470212,1323443
5927477,-700192,4215438,1394349
5969667,-454470,4213402,1432567
5742883,-499326,4163118,1361957
5898159,-643536,3964270,1376005
5672075,-705164,4176332,1442535
5441989,-455276,4181422,1454097
5291401,-524198,4427116,1462953
5363729,-640998,4469582,1375335
5122305,-690212,4726542,1425611
4916609,-447176,4692152,1468985
4800933,-536864,4939180,1447859
4837975,-640038,5022942,1415809
5098219,-710158,5275012,1530717
4917337,-457456,5217292,1427273
4910331,-523812,4988236,1320901
4845701,-639792,5026204,1361439
4897433,-678360,4803996,1447605
4911867,-452866,4716080,1413655
4927117,-538906,4548370,1659199
4849629,-645566,4501868,1882795
4937493,-681532,4324212,2141489
4908191,-460236,4215656,1966303
4864567,-535956,3958064,1821027
4846197,-645426,3958980,1947025
5041973,-651640,4187886,1923437
4914307,-458962,4176958,1960697
5076953,-518144,4033886,1807063
4860839,-640876,3967842,1944777
4801665,-688578,4148148,1759207
4906863,-468188,4202584,1897885
4868067,-530518,4421800,2021765
4856963,-647582,4495396,1902371
4760761,-680744,4240590,1706155
4903445,-462782,4186670,1950045
4846377,-507094,3970748,1832693
4855243,-639396,3931612,1908703
4879757,-666556,3710356,2020809
4910417,-463598,3693364,1951713
5129729,-532524,3507300,2208095
5389763,-645216,3439478,2361683
5340037,-650864,3184828,2566211
5431121,-469684,3193940,2459633
5341257,-532968,3176992,2630721
5399795,-641770,3407212,2441197
5413903,-675418,3214574,2568461
5427963,-463922,3160928,2474717
5363321,-539204,3367936,2665861
5383083,-639274,3434948,2403855
5451649,-681530,3672414,2464527
5436935,-466370,3703148,2461489
5365983,-491228,3726566,2414505
5394993,-648084,3935268,2669291
5186451,-618910,3878274,2812953
5404001,-480538,3664418,2947443
5476319,-514676,3833248,3022847
5390441,-649548,3969400,2877719
5342985,-695538,3728488,3082775
5420115,-459834,3694608,3034893
5513205,-544198,3905784,3173973
5371027,-645608,3906042,2959487
5251037,-701914,4162350,2967817
5408897,-460362,4180522,3058375
5427217,-527880,4025054,2848087
5366815,-643240,3934216,3015581
5126161,-699582,4190202,3019629
4889267,-472672,4206018,3044125
4989511,-522516,4025564,2943279
4848087,-645848,3947820,2931819
4861429,-687974,3723454,2722969
4893005,-469498,3678814,2505595
4880709,-534830,3460088,2257093
4836713,-640956,3393892,2451559
4625613,-699074,3157878,2606025
4379239,-469810,3172594,2487493
4372589,-558186,3419472,2347113
4311115,-648212,3419950,2450465
4287921,-683500,3169018,2415051
4377481,-459224,3151726,2473049
4361781,-520220,2901102,2375589
4308861,-648112,2902286,2417777
4092831,-668650,2665592,2343569
3864067,-459100,2630346,2451965
3883579,-536292,2419262,2338745
3793081,-642248,2380910,2414163
3620847,-664700,2610874,2436533
3859203,-460250,2610976,2465845
3796411,-518128,2418880,2457451
3789017,-646846,2389566,2404891
3611479,-684280,2619222,2333287
3859299,-470898,2618816,2460433
3822903,-554570,2872534,2502843
3785357,-652038,2907702,2433727
3656139,-661684,2655894,2349023
3867029,-460476,2627588,2447101
4035649,-512768,2504026,2358801
3799573,-644548,2426658,2400377
3774733,-667118,2659606,2591929
3861403,-461172,2640842,2430351
3845977,-554120,2857232,2286423
3785989,-650420,2901704,2382429
3559689,-684730,2684512,2431201
3330331,-467866,2642502,2461563
3111331,-535296,2582828,2617009
3277907,-646344,2389714,2409159
3021311,-669184,2615302,2422225
2804971,-462642,2613630,2438001
3047829,-537022,2559368,2679179
3276673,-651540,2386128,2914899
3110685,-695128,2621080,2828827
3338979,-470434,2619830,2954865
3320211,-543752,2841412,3006943
3274509,-647500,2925752,2942197
3125669,-646752,2681824,2909669
3336399,-473318,2637022,2955049
3262761,-530124,2844630,3011373
3269103,-651568,2906258,2928455
3343685,-690282,3140462,2959821
3338933,-472610,3178550,2946185
3381235,-545922,2938278,2933103
3277617,-653348,2911916,2909171
3338075,-687734,2652894,3151887
3333615,-469342,2642104,2937319
3215969,-531582,2661210,2795849
3288681,-646926,2915870,2873427
-1543376,-2431488,-1342054,-331779
-1475966,-2238042,-1333204,-264125
-1444288,-2302782,-1560288,-437519
-1527866,-2418524,-1581624,-293735
-1284224,-2457354,-1340936,-112351
-1469286,-2236404,-1328156,-281753
-1464024,-2290158,-1547962,-390501
-1541666,-2427146,-1584168,-306489
-1742734,-2422028,-1326302,-235421
-1988884,-2235286,-1324888,-245059
-1870262,-2315722,-1536886,-10607
-2056834,-2426442,-1580854,181051
-1956508,-2417740,-1791728,262477
-1993090,-2242928,-1856584,265325
-1868586,-2297514,-1972996,388487
-2054326,-2421312,-2108216,196361
-2027134,-2456982,-2364490,319087
-1994990,-2245512,-2395390,253461
-1922560,-2321840,-2550798,348591
-2059324,-2429764,-2633442,188465
-2150576,-2450282,-2874602,64911
-1987300,-2233630,-2914118,260341
-2045824,-2330390,-2697578,314749
-2063492,-2426388,-2633506,217665
-2310372,-2422162,-2383900,232363
-2507750,-2231270,-2358814,266819
-2455824,-2323162,-2311742,83889
-2572052,-2441512,-2172190,271871
-2757560,-2404332,-2218008,299187
-2512540,-2228212,-2395552,243809
-2610648,-2319648,-2373624,390219
-2574682,-2427544,-2116654,190721
-2508270,-2420766,-2259800,434235
-2520692,-2231104,-2363678,259383
-2389322,-2316760,-2514474,449797
-2587792,-2424950,-2634372,253743
-2540398,-2440752,-2406978,374481
-2520834,-2224994,-2377638,282525
-2651556,-2332156,-2147514,348963
-2593258,-2430262,-2137388,261973
-2722092,-2442526,-1875668,201059
-2509800,-2235520,-1850834,286675
-2648906,-2312036,-1594296,283777
-2590072,-2422938,-1585798,254167
-2750222,-2451244,-1355442,317877
-2510704,-2236688,-1332220,293239
-2586338,-2359810,-1077370,226779
-2593756,-2420182,-1067460,248503
-2835840,-2451136,-808220,332995
-3029760,-2230594,-794860,260725
-2884184,-2307568,-955630,57045
-3097960,-2421848,-1080472,216857
-3119332,-2410524,-1247698,362623
-3036922,-2240518,-1340756,275675
-2967864,-2308286,-1551050,456643
-3108542,-2419798,-1574946,229211
-3103916,-2444926,-1339812,406471
-3033396,-2229810,-1349216,294487
-2795324,-2301928,-1439100,278995
-2582780,-2422922,-1590350,183215
-2559534,-2442480,-1362352,315205
-2519476,-2232588,-1302686,301143
-2379658,-2290994,-1486050,472959
-2593034,-2425600,-1574254,734379
-2509126,-2457172,-1818982,783473
-2517386,-2245558,-1867552,811433
-2378322,-2311762,-2056104,551499
-2593748,-2423366,-2096604,727071
-2525138,-2435898,-2306996,964921
-2532304,-2234394,-2380340,824171
-2719646,-2289036,-2438292,910791
-2585360,-2422524,-2647210,754577
-2625780,-2452192,-2426046,889801
-2523458,-2236334,-2379700,831249
-2315178,-2316144,-2478126,600785
-2069596,-2423634,-2651184,813741
-2175514,-2429200,-2416734,801243
-1996194,-2234914,-2385014,793455
-1937892,-2286692,-2603148,641731
-2072552,-2422116,-2638826,792935
-2104298,-2455446,-2460294,592367
-1993268,-2243434,-2392610,832641
-2025888,-2277684,-2646646,721721
-2069716,-2421968,-2671438,771133
-2270892,-2461194,-2432338,844029
-2524494,-2244028,-2383996,809227
-2439456,-2322748,-2595210,621845
-2588920,-2424648,-2657540,767215
-2773990,-2457906,-2905888,710681
-2528878,-2242624,-2896890,822393
-2587730,-2333376,-3147616,870817
-2598820,-2427512,-3173010,757327
-2738400,-2426352,-3394626,701317
-2514288,-2231556,-3420834,794027
-2657562,-2298972,-3433376,951413
-2574754,-2424868,-3667562,741229
-2801420,-2455006,-3442648,614215
-3042048,-2237550,-3417284,802921
-2858464,-2285314,-3505066,838939
-3108534,-2421398,-3693784,725737
-2988962,-2432342,-3918210,912843
-3053024,-2241128,-3964344,776703
-2976680,-2315470,-4173882,541117
-3110204,-2423112,-4226262,755723
-3091568,-2432726,-4452608,948775
-3051126,-2234870,-4490106,813893
-2854898,-2286026,-4601882,991257
-3104116,-2426596,-4745546,731615
-3340118,-2419882,-4497934,887235
-3571038,-2232440,-4449270,822733
-3595752,-2286754,-4217288,856351
-3636550,-2425256,-4207350,739865
-3741342,-2447494,-3956124,516757
-3568318,-2240210,-3936406,273341
-3326452,-2303662,-4040596,325853
-3108566,-2422732,-4209412,243389
-3191702,-2433522,-4054178,101825
-3044352,-2241986,-3924578,278917
-3290990,-2305104,-3989534,226189
-3103692,-2419632,-4215342,228369
-3320798,-2440562,-4439840,189955
-3570384,-2241136,-4473720,296435
-3627640,-2295276,-4671684,343929
-3640034,-2420144,-4735008,225593
-3580648,-2468132,-4489936,457183
-3571242,-2239372,-4481648,311767
-3754090,-2311438,-4560328,279583
-3618920,-2439870,-4791614,418257
-3777548,-2375634,-4796176,494085
-3570718,-2232992,-5002854,276307
-3569782,-2312980,-4998396,336685
-3624698,-2427922,-5230924,157127
-3575670,-2420060,-5458956,416579
-3572906,-2235690,-5522064,333163
-3577524,-2332910,-5752346,466913
-3642080,-2420460,-5781624,243811
-3718336,-2437656,-5573984,42191
-3574752,-2236216,-5526626,291343
-3642956,-2316540,-5308006,430261
-3637202,-2423166,-5291116,306273
-3464442,-2460006,-5052664,435253
-3575446,-2235632,-4981976,282281
-3419332,-2318818,-5163356,443797
-3633318,-2424292,-5228514,285605
-3375854,-2478678,-5026444,261653
-3566736,-2221656,-5003274,305355
-3586692,-2347500,-4792740,104021
-3626350,-2417678,-4755500,265279
-3568228,-2492082,-5006466,301369
-3572242,-2233848,-5024640,309697
-3415252,-2335788,-5193788,495961
-3628934,-2420452,-5288054,236561
-3758194,-2455032,-5056088,89449
-3557570,-2226740,-5004402,318619
-3517054,-2320506,-5254028,82883
-3625006,-2420960,-5258040,270555
-3626854,-2482034,-5492554,469431
-3558340,-2232212,-5509900,311293
-3601652,-2307560,-5342424,112675
-3627878,-2416016,-5284582,251415
-3658408,-2466800,-5540728,428597
-3551758,-2228056,-5522086,314949
-3331216,-2298284,-5620448,558089
-3091772,-2415688,-5787356,792689
-2856678,-2461096,-5548908,899269
-3026330,-2225980,-5503472,825587
-2814144,-2309766,-5636878,576193
-2569634,-2414080,-5791898,779161
-2630332,-2469676,-6036720,540339
-2509694,-2229224,-6044258,293451
-2373686,-2318948,-6225628,449001
-2578222,-2418338,-6330094,209857
-2729932,-2455034,-6108630,402045
-2501742,-2220920,-6036460,307985
-2535888,-2328342,-6294270,99409
-2578092,-2414116,-6316928,212995
-2546108,-2488878,-6067752,343865
-2502480,-2729654,-6018176,334995
-2589212,-2839052,-6264560,422299
-2568258,-2932912,-6282090,243903
-2326764,-3009890,-6062426,302707
-2487868,-3255906,-5998338,307625
-2522152,-3369000,-5788296,309379
-2570446,-3461328,-5767328,234209
-2612064,-3529584,-5581390,243511
-2485998,-3785964,-5476696,315319
-2471434,-3873236,-5251504,107565
-2563302,-3979804,-5234934,219721
-2781360,-4062694,-5001542,235267
-3029618,-4318492,-4966992,268167
-3091766,-4403878,-4793658,265645
-3086440,-4508172,-4703580,208905
-3247736,-4586736,-4470234,143193
-3010688,-4841990,-4459412,258113
-3186168,-4959548,-4274764,340035
-3093704,-5027424,-4206310,205233
-2925376,-5129488,-3992542,267387
-3014514,-5344578,-3946236,260619
-3024824,-5460304,-3685768,219403
-3088574,-5555208,-3665662,217311
-3336850,-5658636,-3452294,307569
-5623457,-4823529,-2898079,-1806906
-5655343,-4918177,-3095637,-1844930
-5699501,-5026599,-3144293,-1871994
-5899907,-5129035,-2923609,-1900756
-6147889,-5349311,-2886107,-1827058
-6204833,-5477991,-2694369,-1751220
-6228127,-5558797,-2621087,-1870110
-5978755,-5652415,-2379685,-1947542
-6153541,-5872317,-2357705,-1845500
-5978925,-5980337,-2517767,-1951204
-6220025,-6076793,-2607035,-1917226
-6402685,-6168321,-2427177,-2057220
-6144895,-6393375,-2345675,-1856416
-6010527,-6496907,-2531791,-1747640
-6231883,-6611155,-2640137,-1898432
-6207097,-6710885,-2882297,-1913892
-6142861,-6923581,-2876527,-1832790
-6237379,-7013415,-2892193,-1866116
-6228181,-7132859,-3136297,-1906082
-6040247,-7225267,-2939221,-1810704
-6142835,-7432741,-2887665,-1833270
-6334721,-7514975,-2857335,-1985430
-6228841,-7655871,-2622461,-1975512
-6170611,-7742595,-2849143,-1736238
-6157547,-7964403,-2893953,-1844844
-6205001,-8045383,-2866403,-1866678
-6230927,-8189177,-2669603,-1827522
-6078729,-8227975,-2699023,-1794786
-6139543,-8477339,-2883731,-1853550
-6094531,-8576093,-2772049,-1669272
-6226011,-8714553,-2682923,-1438698
-6115859,-8769409,-2788861,-1282468
-6162405,-9007303,-2907069,-1268964
-6421241,-9096239,-2961327,-1436320
-6242075,-9228233,-3195847,-1367546
-6247877,-9309925,-3449713,-1185682
-6172193,-9531211,-3417771,-1286054
-6192645,-9632821,-3658589,-1139886
-6243587,-9746907,-3708941,-1362546
-6401673,-9816639,-3524107,-1192774
-6158881,-10063331,-3413097,-1235782
-5918013,-10161301,-3529931,-1208954
-5711897,-10273219,-3691395,-1353962
-5741621,-10382161,-3459081,-1416196
-5641215,-10588169,-3421459,-1239688
-5564403,-10682413,-3648585,-1028106
-5707793,-10796579,-3644847,-826424
-5895071,-10908973,-3548711,-907300
-5642221,-11115577,-3418365,-689568
-5714067,-11205827,-3182709,-831124
-5718655,-11319385,-3172937,-750376
-5759127,-11445799,-3379365,-546028
-5634949,-11642327,-3424273,-750768
-5864921,-11732779,-3448839,-842480
-5704673,-11839621,-3670865,-819172
-5875273,-11921899,-3552307,-1007574
-5643101,-12160627,-3419251,-1236490
-5884829,-12239875,-3440537,-1248768
-5703271,-12370427,-3697333,-1344800
-5782045,-12462843,-3955071,-1152092
-5644339,-12699379,-3953193,-1242158
-5442911,-12748943,-4082317,-1046632
-5189025,-12898115,-4223365,-1284778
-5296197,-12995745,-3968185,-1132006
-5126589,-13215761,-3938225,-1234834
-5193661,-13301219,-3694549,-1079528
-5193319,-13416023,-3692103,-1281952
-5289867,-13539093,-3443805,-1076248
-5131287,-13741275,-3418263,-1229658
-4874427,-13837965,-3529433,-1013864
-4659117,-13945713,-3716207,-1272336
-4543199,-14073991,-3526829,-1266646
-4602231,-14267295,-3433173,-1213786
-4576069,-14343999,-3629127,-955148
-4657207,-14460049,-3708407,-801570
-4851291,-14604267,-3471327,-856908
-4597771,-14773827,-3426675,-725336
-4530385,-14855713,-3677831,-941644
-4647597,-14981013,-3696715,-769606
-4522933,-15146839,-3505465,-727754
-4589187,-15307421,-3419943,-713908
-4588863,-15405253,-3183361,-852332
-4641777,-15506207,-3163661,-789686
-4424577,-15645899,-2946313,-781206
-4590691,-15834737,-2900469,-728868
-4664015,-15927787,-2678585,-634730
-4640783,-16020159,-2622797,-791352
-4487149,-16171053,-2419393,-630444
-4579647,-16354545,-2347435,-764588
-4618101,-16464671,-2116297,-720892
-4629289,-16549779,-2084593,-857878
-4423497,-16700319,-1935123,-784122
-4578331,-16869567,-1827457,-736402
-4624825,-16943621,-1594631,-940200
-4619681,-17067083,-1575499,-837746
-4514727,-17226799,-1425567,-835172
-4574113,-17393569,-1311961,-748530
-4656567,-17492635,-1104955,-719748
-4624883,-17582189,-1061313,-835692
-4534219,-17754255,-851167,-836872
-4564489,-17916555,-753565,-766934
-4514817,-18006947,-940191,-885514
-4609851,-18106683,-1044177,-867388
-4453835,-18300877,-871583,-918022
-4561511,-18444335,-789449,-763068
-4670613,-18546307,-597931,-698806
-4611227,-18635421,-529751,-836884
-4406135,-18817505,-322553,-1025720
-4550147,-18959671,-252685,-772776
-4538263,-19068057,-461115,-932788
-4610973,-19154275,-512405,-832428
-4551123,-19369973,-383015,-801020
-4549967,-19473659,-224255,-769944
-4489725,-19566997,-432693,-832176
-4609489,-19682997,-545217,-824098
-4492773,-19890649,-374897,-729544
-4552021,-20000911,-235665,-802278
-4413801,-20073367,-395869,-997994
-4601237,-20202817,-515177,-892328
-4473517,-20427181,-329695,-845630
-4546327,-20524993,-224713,-790442
-4478563,-20635783,-472507,-584008
-4602501,-20729855,-514583,-392080
-4769527,-20928195,-308553,-257708
-4550485,-21051751,-214251,-252158
-4523969,-21155351,-238185,-83434
-4593011,-21260721,-20947,-53732
-4561505,-21466577,239007,-228804
-4542999,-21567921,289589,-324834
-4467497,-21677437,366285,-377716
-4599087,-21781123,522807,-590926
-4360299,-21997893,732961,-820552
-4544913,-22070093,852797,-739258
-4329169,-22206081,655901,-684844
-4091825,-22297305,523093,-862848
-4278975,-22493765,718481,-665516
-4538731,-22595251,844059,-700470
-4435885,-22726617,630157,-505192
-4615831,-22827727,506553,-308160
-4429597,-23060871,641995,-106306
-4524409,-23120419,807231,-192936
-4349931,-23241865,705983,-264250
-4088661,-23354047,502291,-327590
-3940873,-23605617,626367,-577320
-4005945,-23641803,826235,-682760
-4011313,-23754677,1041251,-569094
-4101573,-23887163,1003881,-320852
-3847045,-24128285,1202167,-96476
-3992811,-24147997,1388013,-190484
-3948021,-24268133,1131795,-345468
-4098649,-24400895,1019353,-328570
-3846511,-24658255,1160501,-189206
-3987015,-24681743,1379885,-149636
-3884905,-24821053,1122333,47814
-4092773,-24924627,1031213,207826
-4243853,-25172649,1285237,199378
-3989217,-25204883,1391633,367446
-3922953,-25334809,1650631,533534
-4097419,-25449135,1520647,732308
-3946019,-25189223,1637423,678508
-3985503,-25194407,1377909,873984
-4093107,-25327563,1586497,927838
-4098181,-25447917,1521941,772492
-4275457,-25685333,1709887,550006
-4511337,-25722879,1898965,355120
-4706189,-25848611,2076701,404186
-4623419,-25970151,2075535,196032
-4811875,-26197407,2234889,412910
-5038537,-26242557,2400811,338870
-5055281,-26361637,2654865,81960
-5137841,-26491423,2616057,200310
-5051365,-26751837,2760963,233350
-5029433,-26766621,2952741,348762
-4904029,-26912145,2810255,457288
-5139721,-27019999,2619283,688052
-5155559,-27238665,2721593,818958
-5024863,-27287035,2933223,878170
-5139843,-27432695,3080439,937054
-5135507,-27543683,3122571,747088
-5183499,-27797789,3223805,850414
-5021361,-27799553,3480635,839148
-5135377,-27951485,3659763,840466
-5135787,-28071413,3655519,755802
-5027347,-28331799,3803643,728948
-5019119,-28337521,3987247,853638
-5186425,-28455683,4152023,988188
-5142205,-28590047,4182033,734764
-5087825,-28341801,4358203,854338
-5029025,-28345809,4519493,822018
-5127379,-28489597,4681389,817792
-5136781,-28598301,4684703,719708
-5133161,-28339461,4817041,710534
-5016345,-28339677,4568987,813480
-4936569,-28454747,4327311,593044
-5128033,-28591591,4204859,719744
-4949107,-28331847,4304245,615912
-5036243,-28342375,4536007,824124
-5154151,-28496397,4700913,912604
-5128331,-28587517,4678787,727800
-5170077,-28834281,4860783,468544
-5022867,-28873207,5044835,284374
5198,881201,503660,1880489
114208,768917,504894,1732935
208526,1019037,652456,1778887
228954,1022471,862228,1816395
