Channel1,Channel2,Channel3,Channel4
-903825,-1411292,-1343161,-914054
-658327,-1309160,-1222823,-1160564
-571997,-1390074,-1459205,-902648
-780449,-1543444,-1475411,-856940
-909403,-1412546,-1347137,-907174
-659915,-1296156,-1210319,-1151164
-558167,-1389556,-1466421,-1411686
-792633,-1564182,-1503063,-1388106
-905411,-1407674,-1350985,-1440386
-646269,-1280132,-1193793,-1669526
-551899,-1384736,-1453071,-1925522
-804437,-1571168,-1509551,-1918376
-912849,-1408754,-1345733,-1967762
-1160809,-1266484,-1176845,-2187240
-1076013,-1372978,-924551,-2442610
-828925,-1592160,-1007323,-2467314
-916865,-1409742,-824931,-2493380
-1143659,-1248040,-646789,-2706294
-1053513,-1367222,-392801,-2952370
-850067,-1616018,-496337,-3011290
-903715,-1413022,-306043,-3014938
-1127409,-1225550,-97655,-3218836
-1024587,-1334368,-353861,-3443230
-884305,-1127180,-538235,-3554876
-915135,-892802,-309405,-3565482
-1100015,-677678,-70465,-3717130
-998913,-767644,-319437,-3938360
-924173,-649598,-62691,-4128662
-928779,-905316,195137,-4103102
-1076357,-655794,-52501,-4224334
-950833,-751392,-293209,-4419024
-973247,-687052,-110241,-4162882
-955257,-908832,-352563,-4144694
-1060879,-1169906,-564723,-4210996
-945213,-1259402,-808477,-4404728
-1007255,-1255976,-666577,-4190822
-962289,-1463904,-892811,-4130926
-1052737,-1683788,-1078033,-4194830
-943831,-1797224,-819391,-4427294
-1029957,-1822798,-712913,-4215082
-960383,-1995704,-889059,-4135724
-1052789,-2203566,-1073093,-4203476
-962953,-2349906,-854185,-4438506
-1025821,-2347366,-711427,-4208302
-951543,-2501310,-872565,-4122386
-1046507,-2720262,-1062953,-4207782
-1011463,-2914496,-885285,-3954110
-1008093,-2856148,-692773,-4193894
-929979,-3009580,-855533,-4102700
-1046457,-3242182,-1059513,-4210796
-1037901,-3468296,-924193,-3984090
-995681,-3365700,-678811,-4168272
-913573,-3512292,-836223,-4089994
-1038699,-3759504,-1055787,-4213856
-1057593,-3500050,-935623,-4014018
-984399,-3354710,-1186029,-4153036
-895413,-3494612,-1342027,-4069474
-1047409,-3746166,-1567619,-4202518
-1081177,-3522420,-1505257,-4024004
-972377,-3351426,-1713691,-4150360
-873077,-3484394,-1864071,-4066940
-1023201,-3739194,-2084193,-4204564
-1090041,-3554366,-2051277,-4033600
-974919,-3345660,-2227209,-4137388
-870955,-3460398,-2358451,-4049964
-1015963,-3716962,-2590679,-4195190
-1112649,-3563450,-2595013,-4054700
-974951,-3335516,-2744047,-4123126
-860275,-3451480,-2875795,-4041696
-1008327,-3712634,-3105579,-4194138
-1130031,-3583014,-3144657,-4048518
-955791,-3329236,-3257711,-4119102
-847819,-3433108,-3389245,-4035292
-999889,-3694096,-3613869,-4191538
-1151445,-3602488,-3689731,-4092528
-955219,-3848136,-3776571,-4112040
-833863,-3947404,-3898481,-4018374
-1000501,-3691668,-4136091,-4183878
-1175089,-3616386,-4217473,-4096060
-952929,-3844094,-4294421,-4093948
-821031,-3932506,-4407467,-4010644
-988429,-3672058,-4643287,-4190300
-1179403,-3628118,-4764249,-4099978
-953725,-3856112,-4829489,-4101186
-814041,-3928842,-4921357,-4017962
-979865,-4185202,-5157187,-4175778
-1176305,-4158890,-5284315,-4102518
-977057,-4388194,-5351265,-4105006
-821221,-4442366,-5441281,-4010862
-980995,-4697390,-5667655,-4166150
-1162313,-4682536,-5814945,-4090628
-981665,-4927944,-5887995,-4116742
-820521,-4960266,-5958291,-4003534
-960937,-5208818,-6176923,-4170708
-1177079,-5235280,-6360841,-4109080
-995661,-5455978,-6423709,-4128484
-820037,-5484598,-6479275,-4000592
-941797,-5724314,-6692845,-4153116
-1175213,-5749732,-6887749,-4099502
-1014271,-5991618,-6959849,-4133432
-794475,-5998812,-6996039,-4008634
-930011,-6228668,-7195267,-4148102
-1183515,-6291762,-7418525,-4120266
-1010813,-6522078,-7490127,-4127978
-807445,-6515204,-7513875,-4001814
-921851,-6748420,-7724553,-4155130
-684373,-6830668,-7964687,-4139564
-492123,-7046892,-8009441,-4127468
-254583,-7020382,-8013899,-3992980
-401829,-7255802,-8220767,-4145364
-167695,-7374488,-7974403,-4142934
28135,-7570334,-8010019,-4117822
268267,-7538230,-8006817,-3976122
140623,-7768082,-8209633,-4138370
346349,-7914484,-7996029,-4147032
549709,-8086184,-8003183,-4111546
803683,-8061440,-8020225,-3984852
673119,-8286600,-8210583,-4138140
851175,-8441744,-7998957,-4161136
1060753,-8595282,-7985165,-4116260
822121,-8528700,-7961293,-3959236
683803,-8767204,-8165255,-4121152
835061,-8956896,-7982303,-4162028
1071607,-9099210,-7963025,-4106146
818845,-9043458,-7948965,-3971030
688855,-9270776,-8144763,-4115098
840629,-9485794,-7992151,-4148204
1054377,-9657030,-8001567,-4135350
838139,-9548904,-7931415,-3954504
744905,-9737794,-8097831,-4093378
889179,-9968198,-7960809,-4102542
1029595,-10210712,-8033149,-4153966
841421,-10080956,-7928099,-3970358
759411,-10246184,-8080093,-4071686
888115,-10495754,-7959147,-4104868
1010837,-10240094,-8065205,-4186454
834193,-10080320,-7948699,-3966766
773201,-10230744,-8066685,-4054930
912549,-10489834,-7963011,-4105678
984891,-10262660,-8083673,-4198830
827719,-10089476,-7953283,-3969472
787739,-10218986,-8050549,-4042192
888051,-9975292,-7960593,-4103900
969237,-9749886,-8098697,-4212548
833313,-9561076,-7956607,-3966050
788059,-9688214,-8045425,-4040510
886825,-9460504,-7978651,-4124612
973259,-9231076,-8098631,-4202322
836579,-9035318,-7938791,-3967590
786587,-9159368,-8049035,-4056684
862489,-8966706,-8018729,-4128608
980431,-9228772,-8103823,-4194126
839587,-9022812,-7943623,-3948204
797153,-9157628,-8043017,-4063910
852489,-9000178,-8047503,-4163644
988731,-9217010,-8078595,-4178434
852035,-9008850,-7926875,-3953278
795711,-9154022,-8037953,-4056664
818703,-9014560,-8076329,-4181630
998265,-9213258,-8084441,-4171430
858229,-9007566,-7926587,-3952642
794781,-9148510,-8025587,-4065262
805695,-9040056,-8080577,-4192494
1002735,-9219556,-8089771,-4147996
886673,-8979708,-7895285,-3948176
808821,-9114278,-7999881,-4052190
793051,-9032374,-8066483,-4196794
1016113,-9176196,-8038143,-4145474
893065,-8940832,-7851847,-3929864
824347,-9067166,-7954547,-4036274
778851,-9002984,-8047871,-4201564
1011523,-9136442,-8019591,-4144796
-1241354,-1064347,-1032580,-786290
-1276808,-1183691,-1119288,-898794
-1346202,-1139563,-1237036,-1073954
-1107898,-1260441,-1197130,-1021570
-1224032,-1004443,-1000376,-788778
-1274822,-1133593,-1080038,-894142
-1356884,-1125015,-1222582,-1087830
-1118054,-1227751,-1161942,-1022410
-1212258,-996059,-972668,-808324
-1269576,-1112821,-1064522,-886118
-1368012,-1144519,-1247118,-1085646
-1628534,-1239331,-1177622,-1023430
-1731164,-1001525,-989944,-791750
-1780200,-1116017,-1059270,-903694
-1911418,-1174131,-1277294,-1126540
-2160032,-1265305,-1194876,-1027212
-2240826,-1013947,-994456,-788144
-2291862,-1118933,-1075554,-880948
-2437426,-1214945,-1308916,-1116074
-2692286,-1279669,-1202456,-1023344
-2764772,-1030891,-997754,-765418
-2819556,-1145237,-1083090,-870078
-2998920,-1268921,-823838,-1124186
-3210898,-1310477,-697648,-1013208
-3305960,-1071631,-494800,-778272
-3342680,-1177869,-581276,-874842
-3539228,-1333231,-364930,-1134482
-3730192,-1338821,-190150,-1001028
-3827660,-1086813,8308,-756708
-3863700,-1196263,-76328,-876610
-4061676,-1361013,125514,-633796
-4243704,-1352195,330754,-461538
-4338676,-1094431,530968,-219628
-4386470,-1198823,456948,-366004
-4599206,-1382715,640334,-625618
-4779190,-1373635,819572,-467436
-4851094,-1622377,1047710,-233040
-4896474,-1723573,972128,-357298
-5134922,-1926715,1152842,-617366
-5315602,-1923165,1329156,-497452
-5382944,-2159141,1558880,-740946
-5392412,-2220091,1519672,-854038
-5630398,-2438291,1677618,-606074
-5865924,-2466673,1828178,-502492
-5908340,-2677153,2087092,-757374
-5894030,-2723223,2074572,-833026
-5634830,-2962231,2198100,-610224
-5896960,-3027975,2311352,-537522
-5902246,-3215431,2071872,-771548
-5881434,-3234553,2083716,-825174
-5621022,-3489879,2187928,-610548
-5395744,-3584725,2274686,-548116
-5394404,-3758143,2050064,-779484
-5326078,-3740039,2106904,-791938
-5083048,-3480637,2208416,-589926
-4909204,-3620593,2245678,-596476
-4877540,-3758335,2050228,-795382
-4774000,-3696881,2139456,-780752
-4525414,-3462099,2220782,-547428
-4434706,-3672383,2188562,-645314
-4358396,-3778507,2028954,-789044
-4212200,-3666797,2176836,-744550
-3993214,-3445401,2262888,-525140
-3964014,-3196179,2155670,-688532
-3841786,-3264491,2021384,-810752
-3674856,-3115341,2200670,-718586
-3457686,-2918231,2255748,-516876
-3462874,-2714207,2107794,-730496
-3321398,-2735085,2031916,-830468
-3123564,-2575127,2212646,-709410
-2941144,-2397627,2234456,-523294
-2960396,-2204995,2098428,-734754
-2810324,-2217591,2028814,-814548
-2591652,-2042369,2231634,-700668
-2422826,-1888201,2227072,-546088
-2437494,-1685191,2092054,-742062
-2271790,-1692315,2006576,-807982
-2056426,-1498953,2237860,-695660
-1920636,-1375815,2217530,-545472
-1922928,-1167491,2091514,-732612
-1740924,-1160161,2031824,-817622
-1530188,-970879,2251672,-693878
-1401898,-870773,2197462,-561372
-1386556,-633791,2089462,-724546
-1206992,-621907,2048976,-806086
-1001584,-438087,2248200,-700080
-920486,-376331,2166420,-571738
-851898,-628817,2096902,-727610
-671038,-607899,2058514,-797734
-472230,-428921,2261242,-696816
-408082,-405831,2143048,-585430
-328038,-615533,2113158,-708592
-146240,-598021,2062454,-790102
45954,-429749,2265362,-724128
119536,-416489,2113372,-596278
201296,-609907,2111634,-702344
388570,-590157,2077546,-775436
583774,-413409,2275616,-707576
620084,-439101,2090590,-607408
744934,-593965,2133022,-682076
923042,-581979,2083624,-770152
1120746,-404327,2287728,-705668
1138238,-453225,2077180,-614496
1262426,-600007,2128390,-702318
1451424,-570357,2093518,-760120
1658170,-380703,2314306,-684482
1662762,-448293,2090758,-632426
1772516,-613147,2116486,-707202
1976506,-569047,2095134,-772294
2204192,-355841,2334474,-661850
2205366,-455785,2093318,-598618
2274730,-629503,2096862,-711380
2506390,-567809,2084216,-771006
2750516,-338593,2338460,-665204
2712514,-467375,2595932,-619388
2773176,-642367,2599736,-724696
3019474,-569289,2617140,-769518
3278218,-333189,2871934,-669368
3209904,-483091,3115858,-630224
3304888,-645655,3140954,-725472
3547192,-572253,3142548,-795778
3286762,-318881,2883886,-647510
3198834,-505673,3091016,-639772
3304498,-645155,3121738,-727130
3552140,-556721,3142790,-778310
3298168,-308515,2901292,-646470
3197314,-506703,3094716,-649676
3290692,-648321,3127408,-733584
3039806,-558965,3145336,-774990
3299130,-305215,2904260,-641328
3178218,-535549,3053086,-652736
3319868,-634039,3138190,-710916
3556230,-554249,3144746,-772936
3817230,-305483,2889534,-639518
3670794,-553779,3036836,-698178
3864620,-611553,3166914,-690440
4093410,-539985,3173620,-745574
4334980,-304467,3429044,-641692
4184152,-56779,3533680,-703566
4399102,-71623,3701684,-690338
4630414,5271,3704282,-748182
4864288,233685,3964158,-660586
4700956,448745,4041784,-702678
4929060,456977,4230972,-672638
5152750,513195,4240028,-745000
5401668,775011,3994284,-644860
5204222,957453,4030388,-706292
5458690,971173,4220152,-676504
5682260,1067929,4257724,-746452
5429226,810709,4019818,-625150
5182940,966665,4030294,-711938
5435894,976367,4225576,-693064
5685608,1077431,4262274,-734410
5440246,835589,4051090,-614392
5178498,953587,4029822,-717888
5437136,986183,4241092,-685768
5684634,1074761,4266588,-729032
5449622,842037,4061698,-616616
5698302,919307,4002060,-713024
5448532,985235,4235042,-678962
5695708,1076065,4256012,-736042
5453490,852487,4046710,-610184
5673496,897309,3967180,-728132
5446162,983223,3711776,-681778
5697522,1088703,3751690,-734402
5453246,860331,3548774,-605126
5650788,884415,3434028,-751198
5441986,995527,3193850,-666866
5700370,1093951,3221266,-732010
5453730,868609,3027262,-617398
5640350,863851,2876612,-757048
5458160,1002327,2680684,-662974
5704256,1101141,2708268,-726060
5450672,866673,2496810,-623510
5614924,838509,2329646,-768190
5471154,1015255,2165700,-644578
5714772,1117557,2195630,-730666
5458354,871353,1970112,-623104
5606040,821453,1783782,-795296
5480808,1030031,1660600,-633274
5723456,1111139,1668406,-711064
5978620,872043,1455826,-635838
6116724,800773,1252596,-795738
6011442,1041189,1146634,-625054
6254836,1121431,1165994,-708426
6513902,885187,948920,-621242
6621486,785661,715234,-809026
6521462,1031513,624166,-628258
6782916,1124247,640736,-705134
6535048,894941,431324,-604684
6619730,774443,685952,-816556
6528776,1036247,609420,-643782
6783456,1132259,648832,-704264
6545024,910007,447214,-614484
6608014,761323,672624,-825332
6517984,499695,608150,-643804
6266202,616645,655784,-708254
6036056,394401,452998,-606946
6067858,218971,661976,-831252
5996396,-17869,614246,-641974
5757112,96701,650392,-701006
787506,1444286,1495112,431664
803686,1236152,1691272,208594
760890,1041040,1674274,428228
502348,1153774,1722270,341714
277062,918512,1502446,419148
261852,684462,1664780,173676
242360,518352,1682686,430978
-5636,629138,1720500,355862
-253530,389498,1505914,432736
-273858,143460,1642998,178692
-283374,9796,1699700,436316
-527328,118570,1739420,356716
-780754,-138566,1496486,415036
-822406,109584,1626456,669726
-790700,15750,1710852,452124
-1042592,116890,1731560,356850
-793926,373122,1480910,400096
-824442,602404,1574576,148984
-766728,572142,1729770,-51768
-1026982,670234,1758252,-173178
-789884,900754,2007036,-144608
-854510,1112050,2087886,110480
-747610,1110394,2267210,-41072
-490598,1181298,2271984,-164726
-265344,1419308,2515602,-155882
-346502,1622740,2593022,-411254
-200118,1653576,2802826,-544740
29334,1701056,2798192,-686322
261060,1942828,3053306,-679406
167724,2132614,3102034,-418530
321806,2189440,3346144,-535340
569704,2250090,3329872,-679218
798910,2487578,3591904,-664722
674012,2641304,3615008,-419862
842854,2706738,3863752,-539808
1104038,2774322,3856844,-676696
1334294,3024892,3603224,-654842
1197120,3158582,3620692,-428506
1364186,3225558,3865006,-560500
1620054,3308310,3867376,-678268
1875890,3050326,3633594,-635580
1707610,3153174,3597590,-429322
1865926,3211788,3844652,-567374
1620122,3309468,3866202,-671312
1369880,3074050,3647672,-629412
1177420,3134054,3580822,-420572
1329876,3198160,3842846,-580452
1074040,3305422,3863304,-685110
864304,3092104,3670290,-611410
647908,3124122,3585416,-445464
795946,3186610,3823110,-606034
565320,3307414,3855446,-668714
348852,3116608,3690006,-597588
114488,3123256,3572160,-438222
245526,3167628,3798804,-617232
32334,3293036,3865578,-683288
-155948,3144740,3718250,-579652
102068,3111808,3553430,-451640
235792,3144290,3779974,-646656
34464,3301808,3858158,-681640
-132586,3170826,3741064,-573120
103806,3091434,3546642,-454606
212342,3133850,3771334,-644826
26120,3301604,3864612,-683386
-126934,3194594,3767394,-547214
83162,3088174,3531686,-444696
205974,3117152,3748150,-653110
21280,3292738,3857470,-698196
-119618,3211078,3784084,-542940
79100,3067226,4042334,-464496
200542,3114642,4280814,-668810
30958,3310306,4398230,-707630
-96426,3231620,4325612,-531540
69976,3056194,4549214,-460090
185206,3105520,4789072,-673728
31724,3308188,4923438,-701828
-79524,3256670,4879670,-503772
49192,3035582,5062542,-461778
180038,3095256,5311478,-691586
27512,3302382,5441212,-692630
-59374,3270156,5410172,-496172
46752,3027736,5576396,-470372
165862,3086664,5812518,-688660
28912,3311492,5969292,-697340
-32818,3302676,5966410,-470778
47466,3548374,6089752,-474230
150002,3599496,6337454,-722982
16256,3836146,6493764,-699586
-4732,3851866,6513466,-448006
43404,4055048,6597856,-475146
140542,4115838,6842262,-723368
23850,4360638,7011678,-692342
-3410,4383522,7051112,-451654
18994,4565700,7109118,-496016
138288,4634496,7364948,-733476
36916,4872628,7520340,-702658
332,4931042,7596456,-963704
-890,5070142,7626866,-998098
140864,5176744,7388130,-1254832
52196,4929596,7585012,-1204494
18350,4970386,7630748,-959844
-6412,5070406,7623050,-1018106
121598,5200238,7422444,-1256254
36112,5456430,7592954,-1201680
18930,5487844,7640880,-966090
-27808,5578222,7617408,-1023584
142968,5738046,7423682,-1228258
50572,5991834,7593586,-1198804
2868,6004030,7622898,-969792
-44556,6078652,7578552,-1050688
158124,6271832,7442202,-1215576
65310,6524192,7614214,-1182868
12632,6525348,7618384,-987368
-57306,6582508,7562858,-1063718
183312,6812202,7450670,-1185508
63580,7046040,7602840,-1190562
12388,7046782,7607018,-997486
-83274,7082764,7534600,-1047594
-333876,7340664,7453900,-1179306
-444314,7573510,7616214,-1178398
-503838,7573152,7609848,-983746
-609946,7582600,7520864,-1072032
-859108,7340002,7456344,-1178882
-972774,7578292,7604244,-1187494
-1026644,7581624,7616556,-989404
-1129980,7590492,7508564,-1063832
-1390598,7338532,7451024,-1186048
-1505074,7576334,7611704,-1179984
-1520482,7592204,7639450,-962238
-1673512,7548802,7478032,-1077964
-1916034,7322294,7429288,-1201420
-2013808,7569660,7612638,-1189574
-2023282,7620238,7663448,-952736
-2200126,7542442,7488318,-1071468
-2456382,7304806,7415310,-1208426
-2542514,7561852,7591358,-1201292
-2527718,7657740,7698682,-1441524
-2739572,7539786,7480408,-1603928
-3000582,7302480,7418202,-1737030
-3052502,7060736,7619158,-1703926
-3024866,7154926,7718034,-1956766
-3272116,6993200,7457296,-2129338
-3023682,6751982,7387808,-2284148
-3061566,6531602,7617558,-2229920
-3000800,6648284,7737478,-2456240
-2771120,6463568,7969968,-2661674
-3020776,6214178,7907870,-2830372
-3064780,6007004,8140756,-2759014
-2989792,6141564,8273358,-2965906
-2774418,5909524,8464590,-3198790
-3033314,5679742,8413154,-3362506
-3071872,5469352,8653944,-3283012
-2990124,5608800,8801094,-3499570
-2799678,5365616,8974962,-3708856
-3023936,5165354,8953904,-3881078
-3050298,4961088,9192602,-3812514
-2982048,5100922,9325648,-4021824
-2793024,4839416,9482380,-4242734
-3014062,4647130,9474832,-4402052
-3052560,4439954,9722968,-4317432
-2985586,4574760,9858758,-4551388
-2815658,4810792,9977552,-4796916
-3021582,4654168,10015530,-4915902
-3062502,4432486,10245732,-4852090
-2971288,4590766,10391496,-5061432
-2817584,4792104,10487824,-5302516
-3012470,4657248,10539576,-5442758
-3055938,4444956,10773476,-5386208
-2954822,4603394,10939420,-5571254
-2830536,4774418,11003322,-5322252
-3009800,4665108,11074498,-5428544
-3043168,4453270,11299454,-5365896
-2958010,4617600,11469818,-5570106
-2846712,4756518,11503156,-5333866
-3005036,4664342,11594858,-5432004
-3045604,4461422,11829468,-5367376
-2942296,4629506,12000604,-5573156
-2855064,4736144,12003116,-5346766
-3010046,4666744,12115054,-5439770
-3033056,4458698,12350024,-5357512
-2937514,4641588,12532896,-5551170
-2862504,4726382,12515018,-5356116
-3003582,4677104,12646734,-5435618
-3028428,4466174,12885680,-5357548
-2930182,4649640,13072512,-5548864
-2885306,4695590,13027238,-5349380
-2988152,4668080,13171552,-5417338
-3031090,4474430,13419998,-5369882
-2926160,4664106,13601180,-5554906
-2904574,4691804,13531678,-5371806
-2982426,4696354,13710894,-5428112
-3033184,4480386,13926186,-5362044
-2907592,4667296,14116404,-5563912
-2920094,4663804,14031006,-5404424
-2980196,4696610,14239962,-5423058
-3016642,4474662,14463760,-5350952
-2905546,4667572,14647020,-5543332
-2928484,4642044,14536890,-5392588
-2986320,4707102,14769664,-5423338
-3005440,4475454,14987292,-5369968
-2889092,4677122,15187616,-5542778
727712,962639,894303,350031
688304,1027329,1135745,353213
652126,808531,1368755,415497
791076,1028015,1577247,231347
722072,945437,1416837,378207
683898,1025921,1649347,331405
659902,812395,1888201,422249
809808,1040307,2115107,253799
706342,934927,1919577,348871
690254,1031507,1669553,345713
657530,817149,1894415,404681
808166,1043909,2124823,237925
698282,910483,1902791,353415
696738,1041843,1668601,351829
658122,817237,1893627,426435
814632,1056157,2127691,251187
693372,892337,1886047,340703
699424,1041821,1671389,346065
675216,818265,1893207,424265
824924,1057499,2140147,257439
662770,877663,2380261,317547
693572,1050375,2204869,346125
669744,821519,2417245,433981
826406,1067203,2672387,258183
640754,850149,2880951,319351
693942,1039591,2715361,352631
677326,825201,2956683,422555
841962,1073899,3192365,275207
639068,835897,3390287,325113
690812,1037863,3236305,344193
671820,821725,3474295,438485
854326,570469,3219119,285885
622466,817205,3383061,308609
694374,1029007,3238767,324867
678944,832567,3490201,425999
870778,580945,3232727,306691
609460,795295,3355605,300361
681150,1028355,3231423,337121
680408,832825,3492445,431517
861002,582381,3231293,294689
1123144,782907,3349167,274247
1208946,1039761,3255231,345205
1193448,828453,3491923,427605
1397712,583167,3230579,295183
1635196,769025,3338881,282021
1749376,534959,3264119,357899
1744034,324069,3497087,420691
1925778,72003,3243547,295573
2156884,243409,3331197,289885
2282692,15555,3273673,366431
2261276,-196567,3497413,428707
2444738,-445885,3250567,285693
2658406,-303105,3313981,273271
2809536,-503945,3274675,362451
2802918,-714767,3524717,444243
2979984,-962935,3775215,278875
3180682,-830169,3838623,267641
3343736,-1017707,3814977,377533
3317772,-1235163,4049857,455647
3508290,-1480765,4291939,290409
3681050,-1370665,4336813,270339
3869274,-1532843,4339231,383011
3854654,-1758861,4575013,449279
4043112,-2016287,4826695,286411
4201642,-1915409,4854641,251679
4387406,-2054681,4865001,370413
4366198,-2273843,5094871,438795
4563432,-2523515,4846081,303755
4723848,-2454893,4836429,254421
4910280,-2586131,4861119,383717
4894434,-2805509,5099033,452367
5114724,-3032119,4850737,304457
5227104,-3001867,4813617,247309
5433536,-3123015,4854257,371001
5422564,-3337463,5086549,453489
5642986,-3550653,4861217,308013
5730976,-3543341,4786345,227357
5971732,-3641395,4857491,370863
5952954,-3858269,5107237,450457
6194126,-4043361,4885057,333237
6243956,-4096743,4778159,230953
6464888,-4182193,4844797,349915
6480984,-4368309,4596369,447643
6228300,-4533675,4407333,362619
6232174,-4628415,4240737,229083
6458782,-4714745,4313521,349999
6474594,-4893441,4064577,462615
6255780,-5027617,3916947,385541
6205486,-5180531,3697615,210481
6441328,-5257157,3776147,330661
6479396,-5420643,3535565,458075
6286162,-5523045,3418803,419149
6191886,-5732435,3669475,187773
6428584,-5785709,3770195,315089
6475910,-5943131,3542413,444879
6284044,-6040713,3422201,417893
6173148,-6279621,3634959,160623
5915794,-6324205,3749381,328405
5951066,-6456619,3556659,442397
5756674,-6541531,3444825,409261
5638126,-6792383,3647723,177973
5398156,-6771393,3826127,335245
5425088,-6935037,3588393,455561
5239054,-7034961,3477555,405129
5090070,-6785037,3665751,162981
4880782,-6756659,3849405,330963
4918986,-6920921,3625113,475785
4717836,-7026463,3493855,424149
4546162,-6811685,3645271,680407
4356270,-6765249,3838597,875303
4401794,-6932893,3610509,982201
4211620,-7023945,3495663,952749
4004142,-6844889,3614015,1203003
3831560,-6762895,3825841,1394849
3861360,-6929061,3604199,1513565
3693890,-7007965,3505483,1484731
3457870,-6870707,3592619,1704611
3297182,-6774555,3828033,1897033
3337194,-6931097,3596209,2042255
3200098,-6977973,3516689,2036927
3443108,-6879293,3565109,2209483
3288684,-6780069,3825591,2426841
3339854,-6935907,3595707,2557459
3228006,-6942723,3570019,2599915
3432982,-6920479,3543689,2729549
3258832,-6811573,3790937,2913269
3323050,-6940219,3599893,3077311
3279952,-6902471,3595981,3156209
3402840,-6943077,3514971,3236311
3237814,-6826477,3776333,3406149
3322382,-6942141,3600227,3594439
3286948,-6879761,3630049,3695729
3377836,-6978059,3496703,3731821
3225966,-6840771,3238663,3913229
3325876,-6943283,3072383,4132041
3296448,-6865271,3119997,4225183
3366974,-6995221,2935871,4267767
3221472,-6836205,2711065,4447381
3330506,-6942523,2545965,4631291
3293076,-6863527,2587915,4740967
3350080,-7006231,2413241,4772955
3238160,-6831183,2197337,4974149
3329792,-6942591,2038437,5157555
3283986,-6871783,2060137,5254725
3327758,-7032085,1853155,5285623
3243660,-6816859,1686547,5501509
3343220,-6932023,1502939,5667955
3279380,-6892165,1528201,5787185
3321080,-7057785,1313837,5790759
3254202,-6797161,1194783,6046583
3329274,-6913723,1002195,6212219
3254788,-6897325,985907,6264355
3299180,-7071799,767635,6309221
3277274,-7301105,681041,6061879
3337210,-7438235,483991,6217695
3249690,-7426145,456561,6262479
3307444,-7594601,240613,6332575
3291062,-7814357,166981,6590479
3346970,-7956681,-38459,6745375
3245494,-7957727,-73387,6775759
3290006,-8149859,-291375,6825357
3290336,-8335471,-355141,6596777
3352908,-8474895,-557723,6738259
3251490,-8468463,-595437,6783775
3277206,-8690867,-836247,6826675
3284370,-8861065,-881621,6581495
3351748,-9002189,-1081683,6745935
3251772,-8990569,-1115249,6780315
3249986,-9225995,-857581,6803707
3285712,-9378739,-876857,6598207
3345342,-9517515,-1068025,6750023
3257184,-9510903,-1115725,6779051
3229406,-9767629,-881721,6769799
3292346,-9886073,-860021,6612063
3363162,-10034221,-1060749,6755291
3244944,-10046379,-1119347,6762179
3223494,-10306537,-893335,6793593
3310262,-10399601,-841593,6613105
3361214,-10558503,-1059177,6753639
3238960,-10571491,-1113503,6767769
3213350,-10328641,-900071,6768359
3318900,-10388411,-835729,6627885
3365776,-10538601,-1048817,6759271
3237250,-10573835,-1133379,6762227
3201750,-10340099,-935413,6764561
3326974,-10373799,-824169,6627961
3374942,-10533155,-1039273,6755675
3220048,-10591509,-1142033,6726443
3196414,-10349085,-934679,6770313
3368986,-10331409,-781449,6652963
3393358,-10518635,-1022935,6761341
3227816,-10581457,-1148535,6721589
3187424,-10359679,-939287,6758343
3368806,-10323665,-779667,6665545
3398614,-10505093,-1019943,6777177
3244698,-10556791,-1127609,6747513
3164940,-10375897,-960183,6776895
-1892563,-1946271,-1851947,-1226530
-1848083,-2122541,-2063623,-1112908
-1993247,-2157959,-2156933,-1118712
-2111395,-2015581,-2027311,-1126078
-1899423,-1953175,-1844687,-1236560
-1860341,-2119181,-2060561,-1104814
-1970457,-2138561,-2136275,-1088876
-2121925,-2035425,-2049635,-1135110
-1904025,-1955457,-1853933,-1234592
-1854581,-2116203,-2062947,-1111600
-1950181,-2115865,-2130463,-1085066
-2124919,-2049611,-2080069,-1151922
-1913103,-1957945,-1862287,-1248366
-1859233,-2114349,-2062081,-1106334
-1922673,-2097071,-2105043,-1066204
-2159295,-2073881,-2084953,-1150680
-1918995,-1961243,-1864401,-1262228
-1842345,-2096087,-2044523,-1114860
-1900681,-2078977,-2086865,-1029910
-1661845,-2121809,-2129651,-1162100
-1400649,-1963445,-1871753,-1276486
-1324887,-2104033,-2047517,-1102058
-1365827,-2073795,-2072955,-1042240
-1158199,-2140299,-2153417,-1196896
-1397431,-1976145,-2403489,-1274362
-1331125,-2117633,-2588095,-1118020
-1361795,-2066053,-2600301,-1035964
-1169161,-2155167,-2700081,-1211568
-1402061,-1971865,-2934603,-1272722
-1309757,-2113637,-3106275,-1094470
-1359955,-2068425,-3139757,-1028222
-1185881,-2183983,-3246145,-1235094
-1387285,-1962431,-3445329,-1255540
-1308925,-2104905,-3628899,-1097568
-1365529,-2075865,-3664427,-1051690
-1198347,-2193379,-3776669,-1223536
-1376287,-1950061,-3953441,-1255458
-1316239,-2089929,-4138163,-1101720
-1360497,-2083413,-4193019,-1074790
-1203389,-2198369,-4316535,-1214812
-1350391,-2447589,-4453825,-1230846
-1301077,-2610035,-4660059,-1091504
-1388455,-2619697,-4733009,-1089284
-1225405,-2738567,-4854201,-1228686
-1342211,-2947749,-4955083,-1222298
-1291865,-3118579,-5171355,-1099936
-1402675,-3161187,-5271195,-1085632
-1211623,-3263101,-5379819,-1235976
-1309019,-3445225,-5457113,-1199636
-1284691,-3639303,-5688311,-1093350
-1420419,-3698749,-5809353,-1107622
